ID,UN ID,User Need,NeedConformance,NeedSupport,Requirement ID,Requirement,RequirementType,Conformance,Support,Other Requirements,ReqFlag,ReqFlagValue,OtherReqParameter,OtherRequirementValues,NeedFlag,NeedFlagValue
2515,2.3.5.9.2,Need to Share Updated Ramp Meter Inventory,Optional,Yes/No,3.3.5.1.1.1.1,Required Device Information Request Content,Request Message,M,Yes,,TMDD_N78R363_Required_Device_Information_Request_Content_Supported,TRUE,TMDD_N78R363_Required_Device_Information_Request_Content_Parameter,,TMDD_N78_Flag,FALSE
2516,2.3.5.9.2,Need to Share Updated Ramp Meter Inventory,Optional,Yes/No,3.3.5.1.1.1.2.1,Authentication - Device Information (DeviceAuth),Request Message,O,Yes / No,,TMDD_N78R364_Authentication___Device_Information__DeviceAuth__Supported,FALSE,TMDD_N78R364_Authentication___Device_Information__DeviceAuth__Parameter,,TMDD_N78_Flag,FALSE
2517,2.3.5.9.2,Need to Share Updated Ramp Meter Inventory,Optional,Yes/No,3.3.5.1.1.1.2.1.1,Operator Identifier - Device Information,Request Message,DeviceAuth:O,Yes / No / NA,,TMDD_N78R365_Operator_Identifier___Device_Information_Supported,FALSE,TMDD_N78R365_Operator_Identifier___Device_Information_Parameter,,TMDD_N78_Flag,FALSE
2518,2.3.5.9.2,Need to Share Updated Ramp Meter Inventory,Optional,Yes/No,3.3.5.1.1.1.2.2,External Center Organization - Device Information,Request Message,O,Yes / No,,TMDD_N78R366_External_Center_Organization___Device_Information_Supported,FALSE,TMDD_N78R366_External_Center_Organization___Device_Information_Parameter,,TMDD_N78_Flag,FALSE
2519,2.3.5.9.2,Need to Share Updated Ramp Meter Inventory,Optional,Yes/No,3.3.5.1.1.1.3.1,Device Identifier Filter,Request Message,O,Yes / No,,TMDD_N78R367_Device_Identifier_Filter_Supported,FALSE,TMDD_N78R367_Device_Identifier_Filter_Parameter,,TMDD_N78_Flag,FALSE
2520,2.3.5.9.2,Need to Share Updated Ramp Meter Inventory,Optional,Yes/No,3.3.5.1.1.1.3.2,Roadway Network Identifier Filter,Request Message,O,Yes / No,,TMDD_N78R368_Roadway_Network_Identifier_Filter_Supported,FALSE,TMDD_N78R368_Roadway_Network_Identifier_Filter_Parameter,,TMDD_N78_Flag,FALSE
2521,2.3.5.9.2,Need to Share Updated Ramp Meter Inventory,Optional,Yes/No,3.3.5.1.1.1.3.3,Link Identifier Filter,Request Message,O,Yes / No,,TMDD_N78R369_Link_Identifier_Filter_Supported,FALSE,TMDD_N78R369_Link_Identifier_Filter_Parameter,,TMDD_N78_Flag,FALSE
2522,2.3.5.9.2,Need to Share Updated Ramp Meter Inventory,Optional,Yes/No,3.3.5.1.1.1.3.4,Route Designator Filter,Request Message,O,Yes / No,,TMDD_N78R370_Route_Designator_Filter_Supported,FALSE,TMDD_N78R370_Route_Designator_Filter_Parameter,,TMDD_N78_Flag,FALSE
2523,2.3.5.9.2,Need to Share Updated Ramp Meter Inventory,Optional,Yes/No,3.3.5.1.1.1.3.5,Linear Reference Filter,Request Message,O,Yes / No,,TMDD_N78R371_Linear_Reference_Filter_Supported,FALSE,TMDD_N78R371_Linear_Reference_Filter_Parameter,,TMDD_N78_Flag,FALSE
2524,2.3.5.9.2,Need to Share Updated Ramp Meter Inventory,Optional,Yes/No,3.3.5.10.1.4,Contents of the Ramp Meter Inventory Request,Request Message,M,Yes,,TMDD_N78R861_Contents_of_the_Ramp_Meter_Inventory_Request_Supported,TRUE,TMDD_N78R861_Contents_of_the_Ramp_Meter_Inventory_Request_Parameter,,TMDD_N78_Flag,FALSE
2525,2.3.5.9.2,Need to Share Updated Ramp Meter Inventory,Optional,Yes/No,3.3.5.1.2.1,Contents of the Device Inventory Header,Response Message,M,Yes,,TMDD_N78R374_Contents_of_the_Device_Inventory_Header_Supported,TRUE,TMDD_N78R374_Contents_of_the_Device_Inventory_Header_Parameter,,TMDD_N78_Flag,FALSE
2526,2.3.5.9.2,Need to Share Updated Ramp Meter Inventory,Optional,Yes/No,3.3.5.1.2.1.1,Required Device Inventory Content,Response Message,M,Yes,,TMDD_N78R375_Required_Device_Inventory_Content_Supported,TRUE,TMDD_N78R375_Required_Device_Inventory_Content_Parameter,,TMDD_N78_Flag,FALSE
2527,2.3.5.9.2,Need to Share Updated Ramp Meter Inventory,Optional,Yes/No,3.3.5.1.2.1.2.1,Restrictions - Device Inventory,Response Message,O,Yes / No,,TMDD_N78R376_Restrictions___Device_Inventory_Supported,FALSE,TMDD_N78R376_Restrictions___Device_Inventory_Parameter,,TMDD_N78_Flag,FALSE
2528,2.3.5.9.2,Need to Share Updated Ramp Meter Inventory,Optional,Yes/No,3.3.5.1.2.1.2.2,Device Description,Response Message,O,Yes / No,,TMDD_N78R377_Device_Description_Supported,FALSE,TMDD_N78R377_Device_Description_Parameter,,TMDD_N78_Flag,FALSE
2529,2.3.5.9.2,Need to Share Updated Ramp Meter Inventory,Optional,Yes/No,3.3.5.1.2.1.2.3,Device Control Type,Response Message,O,Yes / No,,TMDD_N78R378_Device_Control_Type_Supported,FALSE,TMDD_N78R378_Device_Control_Type_Parameter,,TMDD_N78_Flag,FALSE
2530,2.3.5.9.2,Need to Share Updated Ramp Meter Inventory,Optional,Yes/No,3.3.5.1.2.1.2.4,Controller Description,Response Message,O,Yes / No,,TMDD_N78R379_Controller_Description_Supported,FALSE,TMDD_N78R379_Controller_Description_Parameter,,TMDD_N78_Flag,FALSE
2531,2.3.5.9.2,Need to Share Updated Ramp Meter Inventory,Optional,Yes/No,3.3.5.1.2.1.2.5,Roadway Network Identifier - Device Inventory,Response Message,O,Yes / No,,TMDD_N78R380_Roadway_Network_Identifier___Device_Inventory_Supported,FALSE,TMDD_N78R380_Roadway_Network_Identifier___Device_Inventory_Parameter,,TMDD_N78_Flag,FALSE
2532,2.3.5.9.2,Need to Share Updated Ramp Meter Inventory,Optional,Yes/No,3.3.5.1.2.1.2.6,Node Identifier - Device Inventory,Response Message,O,Yes / No,,TMDD_N78R381_Node_Identifier___Device_Inventory_Supported,FALSE,TMDD_N78R381_Node_Identifier___Device_Inventory_Parameter,,TMDD_N78_Flag,FALSE
2533,2.3.5.9.2,Need to Share Updated Ramp Meter Inventory,Optional,Yes/No,3.3.5.1.2.1.2.7,Node Name - Device Inventory,Response Message,O,Yes / No,,TMDD_N78R382_Node_Name___Device_Inventory_Supported,FALSE,TMDD_N78R382_Node_Name___Device_Inventory_Parameter,,TMDD_N78_Flag,FALSE
2534,2.3.5.9.2,Need to Share Updated Ramp Meter Inventory,Optional,Yes/No,3.3.5.1.2.1.2.8,Link Identifier - Device Inventory,Response Message,O,Yes / No,,TMDD_N78R383_Link_Identifier___Device_Inventory_Supported,FALSE,TMDD_N78R383_Link_Identifier___Device_Inventory_Parameter,,TMDD_N78_Flag,FALSE
2535,2.3.5.9.2,Need to Share Updated Ramp Meter Inventory,Optional,Yes/No,3.3.5.1.2.1.2.9,Link Name - Device Inventory,Response Message,O,Yes / No,,TMDD_N78R384_Link_Name___Device_Inventory_Supported,FALSE,TMDD_N78R384_Link_Name___Device_Inventory_Parameter,,TMDD_N78_Flag,FALSE
2536,2.3.5.9.2,Need to Share Updated Ramp Meter Inventory,Optional,Yes/No,3.3.5.1.2.1.2.10,Link Direction - Device Inventory,Response Message,O,Yes / No,,TMDD_N78R385_Link_Direction___Device_Inventory_Supported,FALSE,TMDD_N78R385_Link_Direction___Device_Inventory_Parameter,,TMDD_N78_Flag,FALSE
2537,2.3.5.9.2,Need to Share Updated Ramp Meter Inventory,Optional,Yes/No,3.3.5.1.2.1.2.11,Linear Reference - Device Inventory,Response Message,O,Yes / No,,TMDD_N78R386_Linear_Reference___Device_Inventory_Supported,FALSE,TMDD_N78R386_Linear_Reference___Device_Inventory_Parameter,,TMDD_N78_Flag,FALSE
2538,2.3.5.9.2,Need to Share Updated Ramp Meter Inventory,Optional,Yes/No,3.3.5.1.2.1.2.12,Linear Reference Version,Response Message,O,Yes / No,,TMDD_N78R387_Linear_Reference_Version_Supported,FALSE,TMDD_N78R387_Linear_Reference_Version_Parameter,,TMDD_N78_Flag,FALSE
2539,2.3.5.9.2,Need to Share Updated Ramp Meter Inventory,Optional,Yes/No,3.3.5.1.2.1.2.13,Route Designator - Device Inventory,Response Message,O,Yes / No,,TMDD_N78R388_Route_Designator___Device_Inventory_Supported,FALSE,TMDD_N78R388_Route_Designator___Device_Inventory_Parameter,,TMDD_N78_Flag,FALSE
2540,2.3.5.9.2,Need to Share Updated Ramp Meter Inventory,Optional,Yes/No,3.3.5.1.2.1.2.14,Device Uniform Resource Locator (URL) (DeviceURL),Response Message,O,Yes / No,,TMDD_N78R389_Device_Uniform_Resource_Locator__URL___DeviceURL__Supported,FALSE,TMDD_N78R389_Device_Uniform_Resource_Locator__URL___DeviceURL__Parameter,,TMDD_N78_Flag,FALSE
2541,2.3.5.9.2,Need to Share Updated Ramp Meter Inventory,Optional,Yes/No,3.3.5.1.2.1.2.15,Device URL Reference Medium,Response Message,DeviceURL:O,Yes / No / NA,,TMDD_N78R390_Device_URL_Reference_Medium_Supported,FALSE,TMDD_N78R390_Device_URL_Reference_Medium_Parameter,,TMDD_N78_Flag,FALSE
2542,2.3.5.9.2,Need to Share Updated Ramp Meter Inventory,Optional,Yes/No,3.3.5.1.2.1.2.16,Device Inventory Date and Time Change Information,Response Message,O,Yes / No,,TMDD_N78R391_Device_Inventory_Date_and_Time_Change_Information_Supported,FALSE,TMDD_N78R391_Device_Inventory_Date_and_Time_Change_Information_Parameter,,TMDD_N78_Flag,FALSE
2543,2.3.5.9.2,Need to Share Updated Ramp Meter Inventory,Optional,Yes/No,3.3.5.10.1.5,Contents of the Ramp Meter Inventory Information,Response Message,M,Yes,,TMDD_N78R862_Contents_of_the_Ramp_Meter_Inventory_Information_Supported,TRUE,TMDD_N78R862_Contents_of_the_Ramp_Meter_Inventory_Information_Parameter,,TMDD_N78_Flag,FALSE
2544,2.3.5.9.2,Need to Share Updated Ramp Meter Inventory,Optional,Yes/No,3.3.5.10.1.5.1,Required Ramp Meter Inventory Content,Response Message,M,Yes,,TMDD_N78R863_Required_Ramp_Meter_Inventory_Content_Supported,TRUE,TMDD_N78R863_Required_Ramp_Meter_Inventory_Content_Parameter,,TMDD_N78_Flag,FALSE
2545,2.3.5.9.2,Need to Share Updated Ramp Meter Inventory,Optional,Yes/No,3.3.5.10.1.5.2.1,Lane Number - Ramp Meters,Response Message,O,Yes / No,,TMDD_N78R864_Lane_Number___Ramp_Meters_Supported,FALSE,TMDD_N78R864_Lane_Number___Ramp_Meters_Parameter,,TMDD_N78_Flag,FALSE
2546,2.3.5.9.2,Need to Share Updated Ramp Meter Inventory,Optional,Yes/No,3.3.5.10.1.5.2.2,Lane Type - Ramp Meters,Response Message,O,Yes / No,,TMDD_N78R865_Lane_Type___Ramp_Meters_Supported,FALSE,TMDD_N78R865_Lane_Type___Ramp_Meters_Parameter,,TMDD_N78_Flag,FALSE
2547,2.3.5.9.2,Need to Share Updated Ramp Meter Inventory,Optional,Yes/No,3.3.5.10.1.5.2.3,Associated Detectors Identifiers,Response Message,O,Yes / No,,TMDD_N78R866_Associated_Detectors_Identifiers_Supported,FALSE,TMDD_N78R866_Associated_Detectors_Identifiers_Parameter,,TMDD_N78_Flag,FALSE
2548,2.3.5.9.2,Need to Share Updated Ramp Meter Inventory,Optional,Yes/No,3.3.5.10.1.5.2.4,Absolute Minimum Metering Rate,Response Message,O,Yes / No,,TMDD_N78R867_Absolute_Minimum_Metering_Rate_Supported,FALSE,TMDD_N78R867_Absolute_Minimum_Metering_Rate_Parameter,,TMDD_N78_Flag,FALSE
2549,2.3.5.9.2,Need to Share Updated Ramp Meter Inventory,Optional,Yes/No,3.3.5.10.1.5.2.5,Absolute Maximum Metering Rate,Response Message,O,Yes / No,,TMDD_N78R868_Absolute_Maximum_Metering_Rate_Supported,FALSE,TMDD_N78R868_Absolute_Maximum_Metering_Rate_Parameter,,TMDD_N78_Flag,FALSE
2550,2.3.5.9.2,Need to Share Updated Ramp Meter Inventory,Optional,Yes/No,3.3.5.10.1.5.2.6,System Minimum Metering Rate,Response Message,O,Yes / No,,TMDD_N78R869_System_Minimum_Metering_Rate_Supported,FALSE,TMDD_N78R869_System_Minimum_Metering_Rate_Parameter,,TMDD_N78_Flag,FALSE
2551,2.3.5.9.2,Need to Share Updated Ramp Meter Inventory,Optional,Yes/No,3.3.5.10.1.5.2.7,System Maximum Metering Rate,Response Message,O,Yes / No,,TMDD_N78R870_System_Maximum_Metering_Rate_Supported,FALSE,TMDD_N78R870_System_Maximum_Metering_Rate_Parameter,,TMDD_N78_Flag,FALSE
2552,2.3.5.9.2,Need to Share Updated Ramp Meter Inventory,Optional,Yes/No,3.3.1.4.1,Contents of the Error Report,Error Report Message,M,Yes,,TMDD_N78R12_Contents_of_the_Error_Report_Supported,TRUE,TMDD_N78R12_Contents_of_the_Error_Report_Parameter,,TMDD_N78_Flag,FALSE
2553,2.3.5.9.2,Need to Share Updated Ramp Meter Inventory,Optional,Yes/No,3.3.1.4.1.1,Required Error Report Contents,Error Report Message,M,Yes,,TMDD_N78R13_Required_Error_Report_Contents_Supported,TRUE,TMDD_N78R13_Required_Error_Report_Contents_Parameter,,TMDD_N78_Flag,FALSE
2554,2.3.5.9.2,Need to Share Updated Ramp Meter Inventory,Optional,Yes/No,3.3.1.4.1.2.1,Restrictions - Error Report,Error Report Message,O,Yes / No,,TMDD_N78R14_Restrictions___Error_Report_Supported,FALSE,TMDD_N78R14_Restrictions___Error_Report_Parameter,,TMDD_N78_Flag,FALSE
2555,2.3.5.9.3,Need to Share Ramp Meter Status,Optional,Yes/No,3.3.5.10.2.1,Send Ramp Meter Status Information Upon Request,Dialogs,M,Yes,The owner center shall respond within ___ (100 ms - 1 hour; Default = 1 minute) after receiving the request. See Section 3.4.2.,TMDD_N79R871_Send_Ramp_Meter_Status_Information_Upon_Request_Supported,TRUE,TMDD_N79R871_Send_Ramp_Meter_Status_Information_Upon_Request_Parameter,60000,TMDD_N79_Flag,FALSE
2556,2.3.5.9.3,Need to Share Ramp Meter Status,Optional,Yes/No,3.3.5.10.2.2,Publish Ramp Meter Status Information,Dialogs,Subscription:O,Yes / No / NA,The owner center shall begin sending the updated response message within ___ (100 ms - 24 hours; Default = 1 minute) after the information is updated in the owner center. See Section 3.4.1.,TMDD_N79R872_Publish_Ramp_Meter_Status_Information_Supported,FALSE,TMDD_N79R872_Publish_Ramp_Meter_Status_Information_Parameter,900000,TMDD_N79_Flag,FALSE
2557,2.3.5.9.3,Need to Share Ramp Meter Status,Optional,Yes/No,3.3.5.10.2.3,Subscribe to Ramp Meter Status Information,Dialogs,Subscription:O,Yes / No / NA,,TMDD_N79R873_Subscribe_to_Ramp_Meter_Status_Information_Supported,FALSE,TMDD_N79R873_Subscribe_to_Ramp_Meter_Status_Information_Parameter,60000,TMDD_N79_Flag,FALSE
2558,2.3.5.9.3,Need to Share Ramp Meter Status,Optional,Yes/No,3.3.5.1.1.1,Contents of Device Information Request,Request Message,M,Yes,,TMDD_N79R362_Contents_of_Device_Information_Request_Supported,TRUE,TMDD_N79R362_Contents_of_Device_Information_Request_Parameter,,TMDD_N79_Flag,FALSE
2559,2.3.5.9.3,Need to Share Ramp Meter Status,Optional,Yes/No,3.3.5.1.1.1.1,Required Device Information Request Content,Request Message,M,Yes,,TMDD_N79R363_Required_Device_Information_Request_Content_Supported,TRUE,TMDD_N79R363_Required_Device_Information_Request_Content_Parameter,,TMDD_N79_Flag,FALSE
2560,2.3.5.9.3,Need to Share Ramp Meter Status,Optional,Yes/No,3.3.5.1.1.1.2.1,Authentication - Device Information (DeviceAuth),Request Message,O,Yes / No,,TMDD_N79R364_Authentication___Device_Information__DeviceAuth__Supported,FALSE,TMDD_N79R364_Authentication___Device_Information__DeviceAuth__Parameter,,TMDD_N79_Flag,FALSE
2561,2.3.5.9.3,Need to Share Ramp Meter Status,Optional,Yes/No,3.3.5.1.1.1.2.1.1,Operator Identifier - Device Information,Request Message,DeviceAuth:O,Yes / No / NA,,TMDD_N79R365_Operator_Identifier___Device_Information_Supported,FALSE,TMDD_N79R365_Operator_Identifier___Device_Information_Parameter,,TMDD_N79_Flag,FALSE
2562,2.3.5.9.3,Need to Share Ramp Meter Status,Optional,Yes/No,3.3.5.1.1.1.2.2,External Center Organization - Device Information,Request Message,O,Yes / No,,TMDD_N79R366_External_Center_Organization___Device_Information_Supported,FALSE,TMDD_N79R366_External_Center_Organization___Device_Information_Parameter,,TMDD_N79_Flag,FALSE
2563,2.3.5.9.3,Need to Share Ramp Meter Status,Optional,Yes/No,3.3.5.1.1.1.3.1,Device Identifier Filter,Request Message,O,Yes / No,,TMDD_N79R367_Device_Identifier_Filter_Supported,FALSE,TMDD_N79R367_Device_Identifier_Filter_Parameter,,TMDD_N79_Flag,FALSE
2564,2.3.5.9.3,Need to Share Ramp Meter Status,Optional,Yes/No,3.3.5.1.1.1.3.2,Roadway Network Identifier Filter,Request Message,O,Yes / No,,TMDD_N79R368_Roadway_Network_Identifier_Filter_Supported,FALSE,TMDD_N79R368_Roadway_Network_Identifier_Filter_Parameter,,TMDD_N79_Flag,FALSE
2565,2.3.5.9.3,Need to Share Ramp Meter Status,Optional,Yes/No,3.3.5.1.1.1.3.3,Link Identifier Filter,Request Message,O,Yes / No,,TMDD_N79R369_Link_Identifier_Filter_Supported,FALSE,TMDD_N79R369_Link_Identifier_Filter_Parameter,,TMDD_N79_Flag,FALSE
2566,2.3.5.9.3,Need to Share Ramp Meter Status,Optional,Yes/No,3.3.5.1.1.1.3.4,Route Designator Filter,Request Message,O,Yes / No,,TMDD_N79R370_Route_Designator_Filter_Supported,FALSE,TMDD_N79R370_Route_Designator_Filter_Parameter,,TMDD_N79_Flag,FALSE
2567,2.3.5.9.3,Need to Share Ramp Meter Status,Optional,Yes/No,3.3.5.1.1.1.3.5,Linear Reference Filter,Request Message,O,Yes / No,,TMDD_N79R371_Linear_Reference_Filter_Supported,FALSE,TMDD_N79R371_Linear_Reference_Filter_Parameter,,TMDD_N79_Flag,FALSE
2568,2.3.5.9.3,Need to Share Ramp Meter Status,Optional,Yes/No,3.3.5.10.2.4,Contents of the Ramp Meter Status Request,Request Message,M,Yes,,TMDD_N79R874_Contents_of_the_Ramp_Meter_Status_Request_Supported,TRUE,TMDD_N79R874_Contents_of_the_Ramp_Meter_Status_Request_Parameter,,TMDD_N79_Flag,FALSE
2569,2.3.5.9.3,Need to Share Ramp Meter Status,Optional,Yes/No,3.3.5.1.3.1,Contents of the Device Status Header,Response Message,M,Yes,,TMDD_N79R392_Contents_of_the_Device_Status_Header_Supported,TRUE,TMDD_N79R392_Contents_of_the_Device_Status_Header_Parameter,,TMDD_N79_Flag,FALSE
2570,2.3.5.9.3,Need to Share Ramp Meter Status,Optional,Yes/No,3.3.5.1.3.1.1,Required Device Status Header Content,Response Message,M,Yes,,TMDD_N79R393_Required_Device_Status_Header_Content_Supported,TRUE,TMDD_N79R393_Required_Device_Status_Header_Content_Parameter,,TMDD_N79_Flag,FALSE
2571,2.3.5.9.3,Need to Share Ramp Meter Status,Optional,Yes/No,3.3.5.1.3.1.2.1,Restrictions - Device Status,Response Message,O,Yes / No,,TMDD_N79R394_Restrictions___Device_Status_Supported,FALSE,TMDD_N79R394_Restrictions___Device_Status_Parameter,,TMDD_N79_Flag,FALSE
2572,2.3.5.9.3,Need to Share Ramp Meter Status,Optional,Yes/No,3.3.5.1.3.1.2.2,Unique Identifier of the Controlling Center,Response Message,O,Yes / No,,TMDD_N79R395_Unique_Identifier_of_the_Controlling_Center_Supported,FALSE,TMDD_N79R395_Unique_Identifier_of_the_Controlling_Center_Parameter,,TMDD_N79_Flag,FALSE
2573,2.3.5.9.3,Need to Share Ramp Meter Status,Optional,Yes/No,3.3.5.1.3.1.2.3,Device Communications Status,Response Message,O,Yes / No,,TMDD_N79R396_Device_Communications_Status_Supported,FALSE,TMDD_N79R396_Device_Communications_Status_Parameter,,TMDD_N79_Flag,FALSE
2574,2.3.5.9.3,Need to Share Ramp Meter Status,Optional,Yes/No,3.3.5.1.3.1.2.4,Operator Identifier - Device Status,Response Message,O,Yes / No,,TMDD_N79R397_Operator_Identifier___Device_Status_Supported,FALSE,TMDD_N79R397_Operator_Identifier___Device_Status_Parameter,,TMDD_N79_Flag,FALSE
2575,2.3.5.9.3,Need to Share Ramp Meter Status,Optional,Yes/No,3.3.5.1.3.1.2.5,Event Identifier - Device Status,Response Message,O,Yes / No,,TMDD_N79R398_Event_Identifier___Device_Status_Supported,FALSE,TMDD_N79R398_Event_Identifier___Device_Status_Parameter,,TMDD_N79_Flag,FALSE
2576,2.3.5.9.3,Need to Share Ramp Meter Status,Optional,Yes/No,3.3.5.1.3.1.2.6,Event Response Plan - Device Status,Response Message,O,Yes / No,,TMDD_N79R399_Event_Response_Plan___Device_Status_Supported,FALSE,TMDD_N79R399_Event_Response_Plan___Device_Status_Parameter,,TMDD_N79_Flag,FALSE
2577,2.3.5.9.3,Need to Share Ramp Meter Status,Optional,Yes/No,3.3.5.1.3.1.2.7,Device Status Date and Time Change Information,Response Message,O,Yes / No,,TMDD_N79R400_Device_Status_Date_and_Time_Change_Information_Supported,FALSE,TMDD_N79R400_Device_Status_Date_and_Time_Change_Information_Parameter,,TMDD_N79_Flag,FALSE
2578,2.3.5.9.3,Need to Share Ramp Meter Status,Optional,Yes/No,3.3.5.10.2.5,Contents of the Ramp Meter Status Information,Response Message,M,Yes,,TMDD_N79R875_Contents_of_the_Ramp_Meter_Status_Information_Supported,TRUE,TMDD_N79R875_Contents_of_the_Ramp_Meter_Status_Information_Parameter,,TMDD_N79_Flag,FALSE
2579,2.3.5.9.3,Need to Share Ramp Meter Status,Optional,Yes/No,3.3.5.10.2.5.1,Required Ramp Meter Status Content,Response Message,M,Yes,,TMDD_N79R876_Required_Ramp_Meter_Status_Content_Supported,TRUE,TMDD_N79R876_Required_Ramp_Meter_Status_Content_Parameter,,TMDD_N79_Flag,FALSE
2580,2.3.5.9.3,Need to Share Ramp Meter Status,Optional,Yes/No,3.3.5.10.2.5.2.1,Requested Metering Command Source,Response Message,O,Yes / No,,TMDD_N79R877_Requested_Metering_Command_Source_Supported,FALSE,TMDD_N79R877_Requested_Metering_Command_Source_Parameter,,TMDD_N79_Flag,FALSE
2581,2.3.5.9.3,Need to Share Ramp Meter Status,Optional,Yes/No,3.3.5.10.2.5.2.2,Implemented Metering Command Source,Response Message,O,Yes / No,,TMDD_N79R878_Implemented_Metering_Command_Source_Supported,FALSE,TMDD_N79R878_Implemented_Metering_Command_Source_Parameter,,TMDD_N79_Flag,FALSE
2582,2.3.5.9.3,Need to Share Ramp Meter Status,Optional,Yes/No,3.3.5.10.2.5.2.3,Implemented Plan,Response Message,O,Yes / No,,TMDD_N79R879_Implemented_Plan_Supported,FALSE,TMDD_N79R879_Implemented_Plan_Parameter,,TMDD_N79_Flag,FALSE
2583,2.3.5.9.3,Need to Share Ramp Meter Status,Optional,Yes/No,3.3.5.10.2.5.2.4,Implemented Rate,Response Message,O,Yes / No,,TMDD_N79R880_Implemented_Rate_Supported,FALSE,TMDD_N79R880_Implemented_Rate_Parameter,,TMDD_N79_Flag,FALSE
2584,2.3.5.9.3,Need to Share Ramp Meter Status,Optional,Yes/No,3.3.5.10.2.5.2.5,Implemented Vehicles Per Green,Response Message,O,Yes / No,,TMDD_N79R881_Implemented_Vehicles_Per_Green_Supported,FALSE,TMDD_N79R881_Implemented_Vehicles_Per_Green_Parameter,,TMDD_N79_Flag,FALSE
2585,2.3.5.9.3,Need to Share Ramp Meter Status,Optional,Yes/No,3.3.5.10.2.5.2.6,Requested Action,Response Message,O,Yes / No,,TMDD_N79R882_Requested_Action_Supported,FALSE,TMDD_N79R882_Requested_Action_Parameter,,TMDD_N79_Flag,FALSE
2586,2.3.5.9.3,Need to Share Ramp Meter Status,Optional,Yes/No,3.3.5.10.2.5.2.7,Requested Plan - Ramp Meter Status,Response Message,O,Yes / No,,TMDD_N79R883_Requested_Plan___Ramp_Meter_Status_Supported,FALSE,TMDD_N79R883_Requested_Plan___Ramp_Meter_Status_Parameter,,TMDD_N79_Flag,FALSE
2587,2.3.5.9.3,Need to Share Ramp Meter Status,Optional,Yes/No,3.3.5.10.2.5.2.8,Requested Rate - Ramp Meter Status,Response Message,O,Yes / No,,TMDD_N79R884_Requested_Rate___Ramp_Meter_Status_Supported,FALSE,TMDD_N79R884_Requested_Rate___Ramp_Meter_Status_Parameter,,TMDD_N79_Flag,FALSE
2588,2.3.5.9.3,Need to Share Ramp Meter Status,Optional,Yes/No,3.3.5.10.2.5.2.9,Requested Vehicles Per Green,Response Message,O,Yes / No,,TMDD_N79R885_Requested_Vehicles_Per_Green_Supported,FALSE,TMDD_N79R885_Requested_Vehicles_Per_Green_Parameter,,TMDD_N79_Flag,FALSE
2589,2.3.5.9.3,Need to Share Ramp Meter Status,Optional,Yes/No,3.3.5.10.2.5.2.10,Operational Minimum Metering Rate,Response Message,O,Yes / No,,TMDD_N79R886_Operational_Minimum_Metering_Rate_Supported,FALSE,TMDD_N79R886_Operational_Minimum_Metering_Rate_Parameter,,TMDD_N79_Flag,FALSE
2590,2.3.5.9.3,Need to Share Ramp Meter Status,Optional,Yes/No,3.3.5.10.2.5.2.11,Operational Maximum Metering Rate,Response Message,O,Yes / No,,TMDD_N79R887_Operational_Maximum_Metering_Rate_Supported,FALSE,TMDD_N79R887_Operational_Maximum_Metering_Rate_Parameter,,TMDD_N79_Flag,FALSE
2591,2.3.5.9.3,Need to Share Ramp Meter Status,Optional,Yes/No,3.3.5.10.2.5.2.12,Demand Detector Status,Response Message,O,Yes / No,,TMDD_N79R888_Demand_Detector_Status_Supported,FALSE,TMDD_N79R888_Demand_Detector_Status_Parameter,,TMDD_N79_Flag,FALSE
2592,2.3.5.9.3,Need to Share Ramp Meter Status,Optional,Yes/No,3.3.5.10.2.5.2.13,Passage Detector Status,Response Message,O,Yes / No,,TMDD_N79R889_Passage_Detector_Status_Supported,FALSE,TMDD_N79R889_Passage_Detector_Status_Parameter,,TMDD_N79_Flag,FALSE
2593,2.3.5.9.3,Need to Share Ramp Meter Status,Optional,Yes/No,3.3.5.10.2.5.2.14,Queue Detector Status,Response Message,O,Yes / No,,TMDD_N79R890_Queue_Detector_Status_Supported,FALSE,TMDD_N79R890_Queue_Detector_Status_Parameter,,TMDD_N79_Flag,FALSE
2594,2.3.5.9.3,Need to Share Ramp Meter Status,Optional,Yes/No,3.3.5.10.2.5.2.15,Cycle Count,Response Message,O,Yes / No,,TMDD_N79R891_Cycle_Count_Supported,FALSE,TMDD_N79R891_Cycle_Count_Parameter,,TMDD_N79_Flag,FALSE
2595,2.3.5.9.3,Need to Share Ramp Meter Status,Optional,Yes/No,3.3.5.10.2.5.2.16,Passenger Vehicle Count,Response Message,O,Yes / No,,TMDD_N79R892_Passenger_Vehicle_Count_Supported,FALSE,TMDD_N79R892_Passenger_Vehicle_Count_Parameter,,TMDD_N79_Flag,FALSE
2596,2.3.5.9.3,Need to Share Ramp Meter Status,Optional,Yes/No,3.3.5.10.2.5.2.17,Queue Detected Flag,Response Message,O,Yes / No,,TMDD_N79R893_Queue_Detected_Flag_Supported,FALSE,TMDD_N79R893_Queue_Detected_Flag_Parameter,,TMDD_N79_Flag,FALSE
2597,2.3.5.9.3,Need to Share Ramp Meter Status,Optional,Yes/No,3.3.5.10.2.5.2.18,Violation Vehicle Count,Response Message,O,Yes / No,,TMDD_N79R894_Violation_Vehicle_Count_Supported,FALSE,TMDD_N79R894_Violation_Vehicle_Count_Parameter,,TMDD_N79_Flag,FALSE
